fit_method,method,parameter,estimate,se,sim
secr,secr,g0,0.8864174690613119,0.12419385754229009,83
secr,secr,sigma,81.91258030108696,9.364026599334036,83
acre,acre,g0,0.8864074594455874,0.12412493374433635,83
acre,acre,sigma,81.9135346702299,9.323502432666668,83
acre,acre,D,2.751592963759545,0.5208888016318851,83
secr,secr,D,3.168784034286377,0.7748973969494476,84
secr,secr,g0,0.5794220099445819,0.11591009953025985,84
secr,secr,sigma,94.0270562075838,14.98607817693136,84
acre,acre,g0,0.5794131147598479,0.11590960523615544,84
acre,acre,sigma,94.02815673505467,14.882607983138652,84
acre,acre,D,3.1688085310547924,0.7629728127754136,84
secr,secr,D,2.79736614842307,0.5909584846435377,85
secr,secr,g0,0.812334953462165,0.20151435541022217,85
secr,secr,sigma,69.71952148601144,9.966966789810527,85
acre,acre,g0,0.8123352924975605,0.2013638701378421,85
acre,acre,sigma,69.71950036242349,9.904818462292605,85
acre,acre,D,2.797366648918622,0.5843346143623166,85
secr,secr,D,2.0086577838766164,0.6061796550748574,86
secr,secr,g0,0.567318300860395,0.11699533404386567,86
secr,secr,sigma,110.1926876131696,20.587917180009292,86
acre,acre,g0,0.5674200369905066,0.11695455911018815,86
acre,acre,sigma,110.13862234873548,20.304977285736516,86
acre,acre,D,2.0104304987619486,0.5903492074785449,86
secr,secr,D,2.7831598912351434,0.5503546731783964,87
secr,secr,g0,0.8479736456104814,0.11971394240478642,87
secr,secr,sigma,82.55876838570619,9.433616937910118,87
acre,acre,g0,0.8479693765252625,0.11968442172576367,87
acre,acre,sigma,82.55934879174168,9.395730118282632,87
acre,acre,D,2.783144573076696,0.5447998867319827,87
secr,secr,D,2.995604897678503,0.7021078947468176,88
secr,secr,g0,0.6379845756430909,0.15461865515561032,88
secr,secr,sigma,76.27580664546605,11.752332017065674,88
acre,acre,g0,0.6379789523150348,0.15458266759312297,88
acre,acre,sigma,76.27644211002173,11.674179529137888,88
acre,acre,D,2.9955868744282252,0.6924043739493371,88
secr,secr,D,3.8263405686858367,0.7080559503274476,89
secr,secr,g0,0.791592858049595,0.14789032543873853,89
secr,secr,sigma,70.16102969308189,8.356733404025091,89
acre,acre,g0,0.7915873643307715,0.14782953751919606,89
acre,acre,sigma,70.1614507115422,8.3191269988951,89
acre,acre,D,3.8263293457882246,0.7018378981420208,89
secr,secr,D,2.335325700093833,0.6039481498843444,90
secr,secr,g0,0.5842156252533215,0.11513715998595318,90
secr,secr,sigma,101.92787573960427,16.300738432040863,90
acre,acre,g0,0.5841288273331171,0.11518190614464127,90
acre,acre,sigma,101.94753119701426,16.214701908374618,90
acre,acre,D,2.3349648655978825,0.5938952648146621,90
secr,secr,D,2.8437403706979683,0.6911502087993902,91
secr,secr,g0,0.6378670346782311,0.15516565361547485,91
secr,secr,sigma,77.72559559023709,12.706359171022662,91
acre,acre,g0,0.6378614490833845,0.15512069648560067,91
acre,acre,sigma,77.72622624073672,12.611687010910023,91
acre,acre,D,2.843722333326165,0.6808602101541419,91
secr,secr,D,2.522009256780711,0.5459924846855583,92
secr,secr,g0,0.7747349829726711,0.14202511189827305,92
secr,secr,sigma,86.24708217131453,11.558736955102717,92
acre,acre,g0,0.7747428832599537,0.14197543967996107,92
acre,acre,sigma,86.2457992620902,11.494859241012984,92
acre,acre,D,2.5220592627176632,0.5393869552143098,92
secr,secr,D,1.8676816034579544,0.48315601438238165,93
secr,secr,g0,0.7733895986074609,0.13800308807525452,93
secr,secr,sigma,96.3718075263183,14.786639437911349,93
acre,acre,g0,0.7734296583318473,0.13796349491164053,93
acre,acre,sigma,96.36029066633263,14.671069206569335,93
acre,acre,D,1.8680186129181657,0.4746791906275894,93
secr,secr,D,2.466440108757353,0.5563471602284286,94
secr,secr,g0,0.733329511337531,0.1404465233328272,94
secr,secr,sigma,86.6577975913529,11.816081602293616,94
acre,acre,g0,0.7333246539414895,0.14041859489699726,94
acre,acre,sigma,86.6582068371113,11.753244838858132,94
acre,acre,D,2.466445546936398,0.5491456147870737,94
secr,secr,D,3.5067032738720267,0.668506315791976,95
secr,secr,g0,0.8025223518785394,0.1324574044597338,95
secr,secr,sigma,77.41744611666435,9.082929055320752,95
acre,acre,g0,0.8025186552024752,0.13242090183977034,95
acre,acre,sigma,77.41786997583749,9.044837133027844,95
acre,acre,D,3.5066886453556796,0.6622269116955668,95
secr,secr,D,3.3762034028843053,0.5776094635708557,96
secr,secr,g0,0.9587089151877196,0.15232536881343403,96
secr,secr,sigma,70.16515267292952,7.398284812231513,96
acre,acre,g0,0.95870948828257,0.15210772217859064,96
acre,acre,sigma,70.16513491515057,7.366620522345873,96
acre,acre,D,3.3762022956285236,0.5732629842488536,96
secr,secr,D,3.4663986319383504,0.6976352271653966,97
secr,secr,g0,0.7383259283261709,0.1467800430919688,97
secr,secr,sigma,73.34852681636117,10.04216298524987,97
acre,acre,g0,0.7383201972080555,0.14670911998681327,97
acre,acre,sigma,73.34907900922386,9.984432276787606,97
acre,acre,D,3.466380396497778,0.6903449277112452,97
secr,secr,D,3.0277232336721,0.5542590155616546,98
secr,secr,g0,0.8761093081482025,0.12186744376141759,98
secr,secr,sigma,77.81144733044553,8.246160832101378,98
acre,acre,g0,0.8761050784170641,0.1218042093111178,98
acre,acre,sigma,77.81191975621851,8.214575798392456,98
acre,acre,D,3.0277084923844595,0.5494411126711775,98
secr,secr,D,3.244285466560588,0.6603040293415019,99
secr,secr,g0,0.6972815577099459,0.1326856252773236,99
secr,secr,sigma,82.02945576552305,10.205420358625245,99
acre,acre,g0,0.6972805171634548,0.13265453278900752,99
acre,acre,sigma,82.02953474567653,10.157963607814622,99
acre,acre,D,3.2442889318043764,0.6532902908058472,99
secr,secr,D,3.733081593454605,0.6374240646658567,100
secr,secr,g0,0.9182392321887711,0.1352442072779902,100
secr,secr,sigma,71.88604653023903,7.405135718467595,100
acre,acre,g0,0.9182347338967629,0.13516626818276054,100
acre,acre,sigma,71.88641799676404,7.378441873416282,100
acre,acre,D,3.7330687416780637,0.6326102920527166,100
